linqmap_roadType_1,linqmap_reportRating_1,linqmap_reliability_1,x_1,y_1,light_rail_1,minutes_since_pub_1,days_since_pub_1,traffic_1,0-2_1,2-4_1,4-6_1,6-8_1,8-10_1,10-12_1,12-14_1,14-16_1,16-18_1,18-20_1,20-22_1,22-24_1,sin_magvar_1,cos_magvar_1,linqmap_roadType_2,linqmap_reportRating_2,linqmap_reliability_2,x_2,y_2,light_rail_2,minutes_since_pub_2,days_since_pub_2,traffic_2,0-2_2,2-4_2,4-6_2,6-8_2,8-10_2,10-12_2,12-14_2,14-16_2,16-18_2,18-20_2,20-22_2,22-24_2,sin_magvar_2,cos_magvar_2,linqmap_roadType_3,linqmap_reportRating_3,linqmap_reliability_3,x_3,y_3,light_rail_3,minutes_since_pub_3,days_since_pub_3,traffic_3,0-2_3,2-4_3,4-6_3,6-8_3,8-10_3,10-12_3,12-14_3,14-16_3,16-18_3,18-20_3,20-22_3,22-24_3,sin_magvar_3,cos_magvar_3,linqmap_roadType_4,linqmap_reportRating_4,linqmap_reliability_4,x_4,y_4,light_rail_4,minutes_since_pub_4,days_since_pub_4,traffic_4,0-2_4,2-4_4,4-6_4,6-8_4,8-10_4,10-12_4,12-14_4,14-16_4,16-18_4,18-20_4,20-22_4,22-24_4,sin_magvar_4,cos_magvar_4,linqmap_type_1_ACCIDENT,linqmap_type_1_JAM,linqmap_type_1_ROAD_CLOSED,linqmap_subtype_1_ACCIDENT_NO_SUBTYPE,linqmap_subtype_1_JAM_HEAVY_TRAFFIC,linqmap_subtype_1_JAM_MODERATE_TRAFFIC,linqmap_subtype_1_JAM_NO_SUBTYPE,linqmap_subtype_1_JAM_STAND_STILL_TRAFFIC,linqmap_subtype_1_ROAD_CLOSED_EVENT,linqmap_type_2_JAM,linqmap_type_2_ROAD_CLOSED,linqmap_type_2_WEATHERHAZARD,linqmap_subtype_2_HAZARD_ON_ROAD_CONSTRUCTION,linqmap_subtype_2_HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,linqmap_subtype_2_JAM_HEAVY_TRAFFIC,linqmap_subtype_2_JAM_MODERATE_TRAFFIC,linqmap_subtype_2_JAM_NO_SUBTYPE,linqmap_subtype_2_JAM_STAND_STILL_TRAFFIC,linqmap_subtype_2_ROAD_CLOSED_EVENT,linqmap_subtype_2_ROAD_CLOSED_NO_SUBTYPE,linqmap_type_3_ACCIDENT,linqmap_type_3_JAM,linqmap_type_3_ROAD_CLOSED,linqmap_type_3_WEATHERHAZARD,linqmap_subtype_3_ACCIDENT_NO_SUBTYPE,linqmap_subtype_3_HAZARD_ON_ROAD_CAR_STOPPED,linqmap_subtype_3_HAZARD_ON_ROAD_CONSTRUCTION,linqmap_subtype_3_HAZARD_ON_ROAD_OBJECT,linqmap_subtype_3_HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,linqmap_subtype_3_JAM_HEAVY_TRAFFIC,linqmap_subtype_3_JAM_MODERATE_TRAFFIC,linqmap_subtype_3_JAM_NO_SUBTYPE,linqmap_subtype_3_JAM_STAND_STILL_TRAFFIC,linqmap_subtype_3_ROAD_CLOSED_CONSTRUCTION,linqmap_subtype_3_ROAD_CLOSED_EVENT,linqmap_subtype_3_WEATHERHAZARD_NO_SUBTYPE,linqmap_type_4_ACCIDENT,linqmap_type_4_JAM,linqmap_type_4_ROAD_CLOSED,linqmap_type_4_WEATHERHAZARD,linqmap_subtype_4_ACCIDENT_MAJOR,linqmap_subtype_4_ACCIDENT_MINOR,linqmap_subtype_4_ACCIDENT_NO_SUBTYPE,linqmap_subtype_4_HAZARD_ON_ROAD_CAR_STOPPED,linqmap_subtype_4_HAZARD_ON_ROAD_CONSTRUCTION,linqmap_subtype_4_HAZARD_ON_ROAD_OBJECT,linqmap_subtype_4_HAZARD_ON_ROAD_POT_HOLE,linqmap_subtype_4_HAZARD_ON_SHOULDER_CAR_STOPPED,linqmap_subtype_4_JAM_HEAVY_TRAFFIC,linqmap_subtype_4_JAM_MODERATE_TRAFFIC,linqmap_subtype_4_JAM_NO_SUBTYPE,linqmap_subtype_4_JAM_STAND_STILL_TRAFFIC,linqmap_subtype_4_ROAD_CLOSED_CONSTRUCTION,linqmap_subtype_4_ROAD_CLOSED_EVENT,linqmap_subtype_4_ROAD_CLOSED_NO_SUBTYPE,linqmap_subtype_4_WEATHERHAZARD_NO_SUBTYPE,most_prominent_street,second_most_prominent_street,1_in_most_prominent_street,1_in_second_most_prominent_street,2_in_most_prominent_street,2_in_second_most_prominent_street,3_in_most_prominent_street,3_in_second_most_prominent_street,4_in_most_prominent_street,4_in_second_most_prominent_street,z_score_1,1_used_in_mean,z_score_2,2_used_in_mean,z_score_3,3_used_in_mean,z_score_4,4_used_in_mean,mean_x,mean_y
2,0,6,178693.75,665885.8900000006,0,0.0,55.8701437962963,1429,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,2,5,9,183981.16000000012,668255.9600000009,0,26.257083333333334,0.0,1057,0,0,0,0,0,0,1,0,0,0,0,0,-0.9961946980917455,0.08715574274765789,1,0,6,180789.41999999995,661429.6300000008,0,14.67375,0.0,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,2,5,5,178824.03000000026,666876.4399999995,0,4.52375,0.0,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.27563735581699916,0.9612616959383189,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8088931046428525,1.0,1.838436932883189,1.0,1.78465227456245,1.0,0.9193642198672562,1.0,180572.09000000008,665611.9800000004
2,0,10,179055.76999999955,663114.8699999992,0,0.0,156.03037541666666,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,17,0,10,178491.23000000045,663020.3100000005,0,0.0,70.65144021990741,742,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,2,0,10,179182.24000000022,665961.1099999994,0,0.0,57.030641539351855,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,2,1,10,181153.1799999997,672126.5999999996,0,23.240516666666668,0.0,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.9271838545667874,-0.37460659341591207,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.262593722893308,1.0,1.3559214946880285,1.0,0.12901962774495168,1.0,2.6781449394992998,1.0,179470.60499999998,666055.7224999997
2,0,10,179100.08999999985,663100.0700000003,0,0.0,158.00376666666668,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,2,0,10,179193.58000000007,662978.9499999993,0,0.0,158.00376666666668,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1,0,10,180135.2000000002,662368.6999999993,0,0.0,106.88402126157408,1335,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,17,0,10,178733.74000000022,662995.6600000001,0,0.0,70.65144027777778,742,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7599598788652958,1.0,0.3798677643403444,1.0,2.428810758080212,1.0,1.4237667179964457,1.0,179290.65250000008,662860.8449999997
1,0,10,179022.34999999963,665899.0600000005,0,0.0,57.82847731481481,1333,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,1,0,6,179062.41999999993,665885.5,0,0.0,57.82847732638889,1333,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,1,0,10,179115.53000000026,665875.9800000004,0,0.0,56.12149815972222,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,1,5,5,180817.2999999998,664072.3100000005,0,5.407333333333334,0.0,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.25881904510252074,0.9659258262890683,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0.8680735049089391,1.0,0.8188945525510206,1.0,0.7630902451722218,1.0,2.448674109764133,1.0,179504.3999999999,665433.2125000004
2,0,6,177381.6299999999,661904.2699999996,0,0.0,102.9242644212963,722,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,2,0,7,177403.1200000001,662212.1300000008,0,0.0,100.15816488425926,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,0,10,178547.0,665523.4900000002,0,0.0,55.87014403935185,1429,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,2,5,5,179906.50999999978,664544.1600000001,0,3.8907666666666665,0.0,1057,0,0,0,0,0,0,1,0,0,0,0,0,-0.9998476951563913,0.01745240643728313,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1.4693061255473852,1.0,1.2565178998860198,1.0,1.5517717780571738,1.0,1.4672699615782168,1.0,178309.56499999994,663546.0125000002
2,0,10,177437.83000000007,662499.7699999996,0,0.0,100.15816490740741,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,0,10,178747.04000000004,666085.1899999995,0,0.0,55.87014409722222,1429,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,2,0,6,180344.96,664164.5899999999,0,0.0,9.745120925925926,751,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,1,0,6,176766.50999999978,661726.2799999993,0,953.04085,0.0,742,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9387792127152713,1.0,1.6454583653575285,1.0,1.376503120039654,1.0,1.6118810035946831,1.0,178324.08499999996,663618.9574999996
2,0,10,177408.16000000015,662268.3399999999,0,0.0,100.15816494212963,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,0,10,178618.1799999997,665686.4600000009,0,0.0,55.87014417824074,1429,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,1,0,6,179719.23000000045,665936.1300000008,0,0.0,12.828500659722222,1333,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,2,5,5,179724.86000000034,661451.1699999999,0,22.524283333333333,0.0,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.15643446504023087,0.9876883405951378,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4497627166961748,1.0,1.264376329067605,1.0,1.5344966703521778,1.0,1.7153225923578592,1.0,178867.60750000016,663835.5250000004
17,0,10,178661.00999999978,663015.4499999993,0,0.0,70.65144054398148,742,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,2,0,10,178578.91999999993,665596.5600000005,0,0.0,55.8701443287037,1429,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,1,5,5,178724.24000000022,663972.5500000007,0,25.7411,0.0,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.15643446504023087,0.9876883405951378,1,5,5,178740.70999999996,664052.8800000008,0,24.841033333333332,0.0,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.224951054343865,0.9743700647852352,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,2.315174836856493,1.0,2.9151691855053534,1.0,0.39034422915215905,1.0,0.2519281353820012,1.0,178676.21999999997,664159.3600000003
2,0,10,178672.3799999999,665806.7899999991,0,0.0,55.870144340277776,1429,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,1,0,6,180794.6399999997,661410.1999999993,0,14.674516666666667,0.0,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1,5,7,184569.4299999997,668189.75,0,27.889666666666667,0.0,628,0,0,0,0,0,0,1,0,0,0,0,0,0.9998476951563913,-0.017452406437283477,2,5,5,180592.6200000001,664480.6899999995,0,6.62305,0.0,628,0,0,0,0,0,0,1,0,0,0,0,0,0.9335804264972017,-0.35836794954530027,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.143360935262782,1.0,1.5614940380098903,1.0,2.0456779980226476,1.0,0.3264155470522178,1.0,181157.26749999984,664971.8574999995
1,0,10,180774.2199999997,661479.4800000004,0,0.0,25.072712835648147,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,2,5,5,179415.7999999998,664590.7100000009,0,25.4565,0.0,628,0,0,0,0,0,0,1,0,0,0,0,0,0.9781476007338057,-0.20791169081775912,1,5,5,179722.28000000026,664515.5899999999,0,8.289783333333334,0.0,628,0,0,0,0,0,0,1,0,0,0,0,0,0.17364817766693033,0.984807753012208,1,5,5,179438.23000000045,664558.1300000008,0,3.439766666666667,0.0,628,0,0,0,0,0,0,1,0,0,0,0,0,0.27563735581699916,0.9612616959383189,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.639887354648214,1.0,0.9635150176214744,1.0,0.7833278022072752,1.0,0.9218853971334185,1.0,179837.63250000007,663785.9775000005
2,0,10,179211.83999999985,663036.8800000008,0,0.0,158.04543278935185,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,2,0,10,178747.04000000004,666085.1899999995,0,0.0,96.09435640046296,985,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,2,0,10,180636.83000000007,664833.2699999996,0,0.0,58.20347684027778,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,1,0,10,182658.25999999975,669383.8599999994,0,0.0,47.85598835648148,1333,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5660647792727236,1.0,0.8261774908922302,1.0,0.5481140489875139,1.0,2.2153483834477425,1.0,180313.49249999993,665834.7999999998
2,0,10,177424.86000000034,662262.4000000004,0,0.0,102.96593059027778,722,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,2,0,10,178618.1799999997,665686.4600000009,0,0.0,55.91181019675926,1429,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,2,5,5,178004.0499999998,662210.0800000001,0,10.473383333333333,0.0,628,0,0,0,0,0,0,1,0,0,0,0,0,-0.034899496702500823,0.9993908270190958,2,5,5,183682.8899999997,668227.4800000004,0,1.8400666666666667,0.0,628,0,0,0,0,0,0,1,0,0,0,0,0,-0.9743700647852351,-0.22495105434386525,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2276956596862845,1.0,0.542497258042233,1.0,1.1090826837949532,1.0,2.2290804479361497,1.0,179432.49499999988,664596.6050000004
1,0,10,179694.4400000004,665825.2200000007,0,0.0,277.99512050925927,722,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,2,0,10,179084.16000000015,663131.1799999997,0,0.0,156.07204174768518,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,2,0,10,179225.83999999985,663041.8200000003,0,0.0,126.99513201388889,722,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,1,0,10,180770.2999999998,661493.5800000001,0,0.0,25.072713090277777,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.2095623034878713,1.0,0.5908248729910495,1.0,0.5164435205026519,1.0,1.9515368112022466,1.0,179693.68500000006,663372.9500000002
2,0,10,177321.38999999966,661428.4299999997,0,0.0,102.96593075231482,722,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,2,0,6,177426.34999999963,662419.4100000001,0,0.0,100.19983121527778,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,0,10,178909.51999999955,666038.7699999996,0,0.0,96.09436820601852,985,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,2,0,10,179045.6900000004,665999.7799999993,0,0.0,96.09436824074074,985,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,1,0,0,1,0,1,1.862014396371687,1.0,1.1962735887914147,1.0,1.522423135762205,1.0,1.531681875153023,1.0,178175.7374999998,663971.5974999997
2,0,10,177334.5,661514.4299999997,0,0.0,102.96594237268519,722,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,2,0,10,177347.7999999998,661625.0600000005,0,0.0,102.96594238425926,722,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,2,0,10,177401.2000000002,662045.3599999994,0,0.0,102.96594239583334,722,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,2,0,6,177434.91000000015,662363.7100000009,0,0.0,102.96593078703704,722,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,1,0,1,0,1,0,1.9782556800340083,1.0,1.3911135820092877,1.0,0.8414431872421466,1.0,2.528053914088946,1.0,177379.60250000004,661887.1400000001
2,0,6,177381.58999999985,662031.7899999991,0,0.0,100.19983130787037,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,17,0,6,178698.5599999996,663005.4399999995,0,0.0,70.69310679398149,742,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,1,0,10,180749.91999999995,661572.5,0,0.0,25.072713275462963,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,2,5,5,177984.79000000004,662141.4000000004,0,7.173766666666666,0.0,628,0,0,0,0,0,0,1,0,0,0,0,0,0.3420201433256687,0.9396926207859084,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.489059251377919,1.0,0.9145711837937712,1.0,2.389917654145734,1.0,0.805792120348607,1.0,178703.71499999985,662187.7824999997
2,0,6,177356.33999999985,661702.3200000003,0,0.0,102.96593090277777,722,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,17,0,10,178540.1799999997,663026.1099999994,0,0.0,70.69311836805555,742,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,1,0,6,180770.2999999998,661493.5800000001,0,0.0,25.07271332175926,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,2,5,5,179621.90000000037,664538.9199999999,0,17.573816666666666,0.0,628,0,0,0,0,0,0,1,0,0,0,0,0,1.0,6.123233995736766e-17,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5937325694713835,1.0,0.5064384459914587,1.0,1.672199613137437,1.0,1.5524945350463784,1.0,179072.17999999993,662690.2324999999
2,0,10,177363.59999999963,661768.3800000008,0,0.0,102.96593094907408,722,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,2,0,10,178693.75,665885.8900000006,0,0.0,55.911810625,1429,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,1,5,6,177990.8700000001,663681.2300000004,0,30.573883333333335,0.0,628,0,0,0,0,0,0,1,0,0,0,0,0,0.984807753012208,0.17364817766693041,1,3,5,180358.41999999995,665088.5999999996,0,9.540566666666667,0.0,628,0,0,0,0,0,0,1,0,0,0,0,0,-0.9975640502598242,-0.06975647374412558,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9728809002390113,1.0,1.3292321394574753,1.0,0.5548786602345115,1.0,1.501238528118663,1.0,178601.65999999992,664106.0250000004
1,0,10,179748.33000000007,666135.5099999998,0,0.0,182.3284888888889,389,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,17,0,10,178626.95999999996,663024.7799999993,0,0.0,70.6931069675926,742,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,1,0,9,180759.6799999997,661531.8699999992,0,0.0,25.072701851851853,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1,0,10,180468.24000000025,661860.9900000002,0,0.0,12.031127777777778,628,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.2739099264894,1.0,0.9690052063265298,1.0,1.3802172500761478,1.0,1.0590022653696773,1.0,179900.8025,663138.2874999996
2,0,10,179177.2000000002,662945.9700000007,0,0.0,155.04300284722223,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,2,0,10,179075.4500000002,663147.9499999993,0,0.0,103.1894727662037,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,0,10,177386.4299999997,662058.9399999995,0,0.0,100.19983158564814,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,5,10,181686.61000000036,663265.2799999993,0,7.540783333333334,0.0,628,0,0,0,0,0,0,1,0,0,0,0,0,0.5735764363510464,-0.8191520442889916,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17858835114647,1.0,0.38785275850918216,1.0,2.0931952827075366,1.0,2.3813788129926934,1.0,179331.4225000001,662854.5349999997
2,0,6,177412.58000000007,662309.3499999996,0,0.0,100.19983162037038,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,0,10,177419.7000000002,662364.0999999996,0,0.0,100.19983162037038,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,1,0,6,180774.2199999997,661479.4800000004,0,74.6575,0.0,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,2,5,5,179031.6299999999,664765.7100000009,0,13.09085,0.0,628,0,0,0,0,0,0,1,0,0,0,0,0,0.5150380749100542,0.8571673007021123,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1.0066742983433115,1.0,0.9888627141769404,1.0,1.879337111066842,1.0,1.5834116692744273,1.0,178659.53249999997,662729.6600000001
2,0,7,177349.91999999993,661773.3100000005,0,0.0,100.19983163194445,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,1,0,10,179116.38999999966,665972.2300000004,0,0.0,56.16315339120371,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,0,6,178693.75,665885.8900000006,0,0.0,55.91181084490741,1429,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,1,0,6,180789.41999999995,661429.6300000008,0,74.67428333333334,0.0,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.518884699445595,1.0,1.3022033015332763,1.0,1.2610429537655392,1.0,1.7376662841702908,1.0,178987.36999999988,663765.2650000006
2,0,10,179182.24000000022,665961.1099999994,0,0.0,57.07230857638889,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,2,0,10,178678.98000000045,665826.8399999999,0,0.0,55.911810868055554,1429,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,2,5,6,179404.36000000034,663892.2400000002,0,31.691066666666668,0.0,628,0,0,0,0,0,0,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,1,5,5,178086.8700000001,663395.4299999997,0,14.857633333333334,0.0,628,0,0,0,0,0,0,1,0,0,0,0,0,0.39073112848927416,-0.9205048534524402,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5069943444514573,1.0,1.2992720359126895,1.0,1.2674538655283982,1.0,1.9012385640578604,1.0,178838.11250000028,664768.9049999998
